            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2459922.500000000, A.D. 2022-Dec-09 00:00:00.0000,  3.289531319369316E+07,  1.433628144575322E+08,  2.335146998605877E+04,
2459923.500000000, A.D. 2022-Dec-10 00:00:00.0000,  3.034623086008338E+07,  1.439277672618749E+08,  2.328196819251776E+04,
2459924.500000000, A.D. 2022-Dec-11 00:00:00.0000,  2.778730053927340E+07,  1.444483730509230E+08,  2.323141022516787E+04,
2459925.500000000, A.D. 2022-Dec-12 00:00:00.0000,  2.521926709436532E+07,  1.449244415277336E+08,  2.320171473743021E+04,
2459926.500000000, A.D. 2022-Dec-13 00:00:00.0000,  2.264288245315254E+07,  1.453557889620992E+08,  2.319404367605597E+04,
2459927.500000000, A.D. 2022-Dec-14 00:00:00.0000,  2.005890625538876E+07,  1.457422390664937E+08,  2.320880075139552E+04,
2459928.500000000, A.D. 2022-Dec-15 00:00:00.0000,  1.746810636173182E+07,  1.460836237301090E+08,  2.324562989669293E+04,
2459929.500000000, A.D. 2022-Dec-16 00:00:00.0000,  1.487125939445602E+07,  1.463797835951017E+08,  2.330340225744247E+04,
2459930.500000000, A.D. 2022-Dec-17 00:00:00.0000,  1.226915149073507E+07,  1.466305685544651E+08,  2.338018604867160E+04,
2459931.500000000, A.D. 2022-Dec-18 00:00:00.0000,  9.662579419740830E+06,  1.468358383636772E+08,  2.347320301938057E+04,
2459932.500000000, A.D. 2022-Dec-19 00:00:00.0000,  7.052352123377360E+06,  1.469954636799024E+08,  2.357878896918148E+04,
2459933.500000000, A.D. 2022-Dec-20 00:00:00.0000,  4.439292555995445E+06,  1.471093279415553E+08,  2.369239350096881E+04,
2459934.500000000, A.D. 2022-Dec-21 00:00:00.0000,  1.824239402542158E+06,  1.471773305017895E+08,  2.380867195753753E+04,
2459935.500000000, A.D. 2022-Dec-22 00:00:00.0000, -7.919521036444919E+05,  1.471993912120410E+08,  2.392172925931215E+04,
2459936.500000000, A.D. 2022-Dec-23 00:00:00.0000, -3.408411280117961E+06,  1.471754561205245E+08,  2.402555376148224E+04,
2459937.500000000, A.D. 2022-Dec-24 00:00:00.0000, -6.024255844955705E+06,  1.471055031931675E+08,  2.411461717742682E+04,
2459938.500000000, A.D. 2022-Dec-25 00:00:00.0000, -8.638598543717997E+06,  1.469895463831088E+08,  2.418452913165092E+04,
2459939.500000000, A.D. 2022-Dec-26 00:00:00.0000, -1.125055539342128E+07,  1.468276365198917E+08,  2.423257361181825E+04,
2459940.500000000, A.D. 2022-Dec-27 00:00:00.0000, -1.385925354106997E+07,  1.466198585324903E+08,  2.425797453518957E+04,
2459941.500000000, A.D. 2022-Dec-28 00:00:00.0000, -1.646383687974897E+07,  1.463663258994527E+08,  2.426183943351358E+04,
2459942.500000000, A.D. 2022-Dec-29 00:00:00.0000, -1.906346859877532E+07,  1.460671740514953E+08,  2.424684836367518E+04,
2459943.500000000, A.D. 2022-Dec-30 00:00:00.0000, -2.165733101895480E+07,  1.457225543392700E+08,  2.421681800653785E+04,
2459944.500000000, A.D. 2022-Dec-31 00:00:00.0000, -2.424462371662741E+07,  1.453326294521782E+08,  2.417626106583327E+04,
2459945.500000000, A.D. 2023-Jan-01 00:00:00.0000, -2.682456095823074E+07,  1.448975704171931E+08,  2.413001115289330E+04,
2459946.500000000, A.D. 2023-Jan-02 00:00:00.0000, -2.939636913183274E+07,  1.444175548616508E+08,  2.408293325407058E+04,
2459947.500000000, A.D. 2023-Jan-03 00:00:00.0000, -3.195928448400948E+07,  1.438927661083463E+08,  2.403970941795409E+04,
2459948.500000000, A.D. 2023-Jan-04 00:00:00.0000, -3.451255120849097E+07,  1.433233927500014E+08,  2.400467889248580E+04,
2459949.500000000, A.D. 2023-Jan-05 00:00:00.0000, -3.705541981077861E+07,  1.427096284901199E+08,  2.398171402301639E+04,
2459950.500000000, A.D. 2023-Jan-06 00:00:00.0000, -3.958714565286212E+07,  1.420516721600503E+08,  2.397412024801970E+04,
2459951.500000000, A.D. 2023-Jan-07 00:00:00.0000, -4.210698761596814E+07,  1.413497278971076E+08,  2.398455554520339E+04,
2459952.500000000, A.D. 2023-Jan-08 00:00:00.0000, -4.461420686719289E+07,  1.406040054936428E+08,  2.401496916048974E+04,
2459953.500000000, A.D. 2023-Jan-09 00:00:00.0000, -4.710806575067800E+07,  1.398147209147720E+08,  2.406656065212935E+04,
2459954.500000000, A.D. 2023-Jan-10 00:00:00.0000, -4.958782683149357E+07,  1.389820969531630E+08,  2.413975872927159E+04,
2459955.500000000, A.D. 2023-Jan-11 00:00:00.0000, -5.205275209924166E+07,  1.381063639641220E+08,  2.423421643199772E+04,
2459956.500000000, A.D. 2023-Jan-12 00:00:00.0000, -5.450210229782724E+07,  1.371877606201681E+08,  2.434881658496708E+04,
2459957.500000000, A.D. 2023-Jan-13 00:00:00.0000, -5.693513630339026E+07,  1.362265346505842E+08,  2.448168070134521E+04,
2459958.500000000, A.D. 2023-Jan-14 00:00:00.0000, -5.935111044166607E+07,  1.352229435895631E+08,  2.463017672431469E+04,
2459959.500000000, A.D. 2023-Jan-15 00:00:00.0000, -6.174927763703045E+07,  1.341772556418942E+08,  2.479092688190937E+04,
2459960.500000000, A.D. 2023-Jan-16 00:00:00.0000, -6.412888633864499E+07,  1.330897508763441E+08,  2.495982685796171E+04,
2459961.500000000, A.D. 2023-Jan-17 00:00:00.0000, -6.648917929853266E+07,  1.319607230486671E+08,  2.513210103964806E+04,
2459962.500000000, A.D. 2023-Jan-18 00:00:00.0000, -6.882939250086975E+07,  1.307904823846220E+08,  2.530243311614543E+04,
2459963.500000000, A.D. 2023-Jan-19 00:00:00.0000, -7.114875484234810E+07,  1.295793595257542E+08,  2.546521932142973E+04,
2459964.500000000, A.D. 2023-Jan-20 00:00:00.0000, -7.344648942592128E+07,  1.283277104527426E+08,  2.561497957056016E+04,
2459965.500000000, A.D. 2023-Jan-21 00:00:00.0000, -7.572181730920252E+07,  1.270359215451275E+08,  2.574691538815945E+04,
2459966.500000000, A.D. 2023-Jan-22 00:00:00.0000, -7.797396397024879E+07,  1.257044132655356E+08,  2.585752499569207E+04,
2459967.500000000, A.D. 2023-Jan-23 00:00:00.0000, -8.020216762664808E+07,  1.243336408056507E+08,  2.594511252669990E+04,
2459968.500000000, A.D. 2023-Jan-24 00:00:00.0000, -8.240568743690822E+07,  1.229240908353304E+08,  2.601002181657404E+04,
2459969.500000000, A.D. 2023-Jan-25 00:00:00.0000, -8.458380937769045E+07,  1.214762750028872E+08,  2.605451581889391E+04,
2459970.500000000, A.D. 2023-Jan-26 00:00:00.0000, -8.673584853768054E+07,  1.199907220849492E+08,  2.608236187789589E+04,
2459971.500000000, A.D. 2023-Jan-27 00:00:00.0000, -8.886114805066720E+07,  1.184679708638608E+08,  2.609827847157419E+04,
2459972.500000000, A.D. 2023-Jan-28 00:00:00.0000, -9.095907592666458E+07,  1.169085650034461E+08,  2.610740158004314E+04,
2459973.500000000, A.D. 2023-Jan-29 00:00:00.0000, -9.302902120773710E+07,  1.153130501344806E+08,  2.611486535772681E+04,
2459974.500000000, A.D. 2023-Jan-30 00:00:00.0000, -9.507039044015454E+07,  1.136819726626506E+08,  2.612551936671138E+04,
2459975.500000000, A.D. 2023-Jan-31 00:00:00.0000, -9.708260488784869E+07,  1.120158796071282E+08,  2.614375880292803E+04,
2459976.500000000, A.D. 2023-Feb-01 00:00:00.0000, -9.906509850050257E+07,  1.103153188907793E+08,  2.617342884978652E+04,
$$EOE
**************************************************************************************************************************
 
TIME

  Barycentric Dynamical Time ("TDB" or T_eph) output was requested. This
continuous coordinate time is equivalent to the relativistic proper time
of a clock at rest in a reference frame co-moving with the solar system
barycenter but outside the system's gravity well. It is the independent
variable in the solar system relativistic equations of motion.

  TDB runs at a uniform rate of one SI second per second and is independent
of irregularities in Earth's rotation.
 
CALENDAR SYSTEM

  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15
(if any) are in the modern Gregorian system. Dates prior to 1582-Oct-5 (if any)
are in the Julian calendar system, which is automatically extended for dates
prior to its adoption on 45-Jan-1 BC.  The Julian calendar is useful for
matching historical dates. The Gregorian calendar more accurately corresponds
to the Earth's orbital motion and seasons. A "Gregorian-only" calendar mode is
available if such physical events are the primary interest.

REFERENCE FRAME AND COORDINATES

  Ecliptic at the standard reference epoch

    Reference epoch: J2000.0
    X-Y plane: adopted Earth orbital plane at the reference epoch
               Note: IAU76 obliquity of 84381.448 arcseconds wrt ICRF X-Y plane
    X-axis   : ICRF
    Z-axis   : perpendicular to the X-Y plane in the directional (+ or -) sense
               of Earth's north pole at the reference epoch.

  Symbol meaning:

    JDTDB    Julian Day Number, Barycentric Dynamical Time
      X      X-component of position vector (km)
      Y      Y-component of position vector (km)
      Z      Z-component of position vector (km)

ABERRATIONS AND CORRECTIONS

 Geometric state vectors have NO corrections or aberrations applied.

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/hrzn_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Author      : Jon.D.Giorgini@jpl.nasa.gov
*******************************************************************************
